Year,ID,Test Code,County Code,County Name,District Code,District Name,School Code,School Name,DFG,Subgroup,Subgroup Type,Registered To Test,Not Tested,Valid Scores,Mean Scale Score,L1 Percent,L2 Percent,L3 Percent,L4 Percent,L5 Percent
2019,8127,ALG01,15,Gloucester,1830,Greenwich Twp,,District Total,,Total,All Students,*,*,12,764,0,0,8.3,91.7,0
2019,8168,ALG01,15,Gloucester,2440,Kingsway Regional,,District Total,,Total,All Students,*,*,500,760,3.4,12,16.8,62,5.8
2019,8201,ALG01,15,Gloucester,2750,Logan Twp,,District Total,,Total,All Students,*,*,27,800,0,0,0,55.6,44.4
2019,8247,ALG01,15,Gloucester,3280,Monroe Twp,,District Total,,Total,All Students,453,24,429,741,8.6,26.3,28.9,31.5,4.7
2019,8295,ALG01,15,Gloucester,4020,Paulsboro Boro,,District Total,,Total,All Students,*,*,101,710,25.7,54.5,16.8,3,0
2019,8336,ALG01,15,Gloucester,4140,Pitman Boro,,District Total,,Total,All Students,*,*,69,753,1.4,11.6,27.5,59.4,0
2019,8378,ALG01,15,Gloucester,4940,Delsea Regional H.S Dist.,,District Total,,Total,All Students,291,14,277,741,6.5,28.2,25.6,37.9,1.8
2019,8443,ALG01,15,Gloucester,5500,Washington Twp,,District Total,,Total,All Students,617,31,586,742,6.5,27.3,27.6,36.3,2.2
2019,8489,ALG01,15,Gloucester,5620,West Deptford Twp,,District Total,,Total,All Students,*,*,246,743,6.5,19.9,34.1,39.4,0
2019,8524,ALG01,15,Gloucester,5860,Woodbury City,,District Total,,Total,All Students,*,*,116,722,17.2,43.1,21.6,18.1,0
2019,8645,ALG01,17,Hudson,0220,Bayonne City,,District Total,,Total,All Students,686,30,656,737,10.7,30.5,24.7,32.5,1.7
2019,8671,ALG01,17,Hudson,1850,Guttenberg Town,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,8710,ALG01,17,Hudson,2060,Harrison Town,,District Total,,Total,All Students,*,*,203,727,13.8,38.4,29.6,17.2,1
2019,8756,ALG01,17,Hudson,2210,Hoboken City,,District Total,,Total,All Students,*,*,111,721,15.3,51.4,22.5,9.9,.9
2019,8824,ALG01,17,Hudson,2295,Hudson County Vocational,,District Total,,Total,All Students,*,*,318,738,5.3,26.1,34.6,34,0
2019,9135,ALG01,17,Hudson,2390,Jersey City,,District Total,,Total,All Students,2021,100,1921,732,17.2,34.4,18.4,26.3,3.6
2019,9185,ALG01,17,Hudson,2410,Kearny Town,,District Total,,Total,All Students,*,*,499,730,11,38.9,28.3,21,.8
2019,9271,ALG01,17,Hudson,3610,North Bergen Twp,,District Total,,Total,All Students,545,12,533,727,14.1,39,24.4,22.1,.4
2019,9317,ALG01,17,Hudson,4730,Secaucus Town,,District Total,,Total,All Students,*,*,130,753,5.4,23.8,24.6,31.5,14.6
2019,9366,ALG01,17,Hudson,5240,Union City,,District Total,,Total,All Students,1004,86,918,730,15.5,37.3,18.7,26.6,2
2019,9399,ALG01,17,Hudson,5580,Weehawken Twp,,District Total,,Total,All Students,*,*,108,730,8.3,33.3,37,19.4,1.9
2019,9446,ALG01,17,Hudson,5670,West New York Town,,District Total,,Total,All Students,*,*,634,726,17.7,39.1,23,18,2.2
2019,9474,ALG01,19,Hunterdon,0020,Alexandria Twp,,District Total,,Total,All Students,*,*,37,778,0,0,5.4,83.8,10.8
2019,9494,ALG01,19,Hunterdon,0370,Bethlehem Twp,,District Total,,Total,All Students,*,*,16,797,0,0,0,62.5,37.5
2019,9512,ALG01,19,Hunterdon,0430,Bloomsbury Boro,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,9528,ALG01,19,Hunterdon,0670,Califon Boro,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,9547,ALG01,19,Hunterdon,0910,Clinton-Glen Gardner,,District Total,,Total,All Students,*,*,42,780,0,2.4,7.1,71.4,19
2019,9575,ALG01,19,Hunterdon,0920,Clinton Twp,,District Total,,Total,All Students,*,*,57,798,0,0,1.8,59.6,38.6
2019,9602,ALG01,19,Hunterdon,1040,Delaware Twp,,District Total,,Total,All Students,*,*,15,769,0,6.7,20,73.3,0
2019,9625,ALG01,19,Hunterdon,1050,Delaware Valley Regional,,District Total,,Total,All Students,*,*,113,740,0,26.5,44.2,29.2,0
2019,9646,ALG01,19,Hunterdon,1160,East Amwell Twp,,District Total,,Total,All Students,*,*,13,775,0,0,23.1,69.2,7.7
2019,9671,ALG01,19,Hunterdon,1376,South Hunterdon Regional School District,,District Total,,Total,All Students,*,*,75,747,4,16,34.7,45.3,0
2019,9702,ALG01,19,Hunterdon,1510,Flemington-Raritan Reg,,District Total,,Total,All Students,*,*,141,794,0,.7,.7,65.2,33.3
2019,9725,ALG01,19,Hunterdon,1600,Franklin Twp,,District Total,,Total,All Students,*,*,20,792,0,0,5,60,35
2019,9742,ALG01,19,Hunterdon,1680,Frenchtown Boro,,District Total,,Total,All Students,*,*,11,775,0,0,0,90.9,9.1
2019,9758,ALG01,19,Hunterdon,2140,High Bridge Boro,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,9773,ALG01,19,Hunterdon,2220,Holland Twp,,District Total,,Total,All Students,*,*,21,789,0,0,0,81,19
2019,9797,ALG01,19,Hunterdon,2300,Hunterdon Central Reg,,District Total,,Total,All Students,*,*,409,745,5.6,22,28.4,43,1
2019,9826,ALG01,19,Hunterdon,2308,Hunterdon Co Vocational,,District Total,,Total,All Students,*,*,14,773,0,0,7.1,92.9,0
2019,9847,ALG01,19,Hunterdon,2450,Kingwood Twp,,District Total,,Total,All Students,*,*,13,776,0,0,0,100,0
2019,9866,ALG01,19,Hunterdon,2600,Lebanon Twp,,District Total,,Total,All Students,*,*,34,784,0,0,5.9,67.6,26.5
2019,9904,ALG01,19,Hunterdon,3660,N Hunt/Voorhees Regional,,District Total,,Total,All Students,*,*,378,745,4.5,19.8,30.4,44.7,.5
2019,9930,ALG01,19,Hunterdon,4350,Readington Twp,,District Total,,Total,All Students,*,*,100,773,0,0,14,82,4
2019,9952,ALG01,19,Hunterdon,5180,Tewksbury Twp,,District Total,,Total,All Students,*,*,25,801,0,0,0,56,44
2019,9974,ALG01,19,Hunterdon,5270,Union Twp,,District Total,,Total,All Students,*,*,23,792,0,0,0,73.9,26.1
2019,10020,ALG01,21,Mercer,1245,East Windsor Regional,,District Total,,Total,All Students,*,*,445,738,11.9,26.1,21.8,37.8,2.5
2019,10069,ALG01,21,Mercer,1430,Ewing Twp,,District Total,,Total,All Students,*,*,216,732,11.1,40.3,23.1,20.8,4.6
2019,10187,ALG01,21,Mercer,1950,Hamilton Twp,,District Total,,Total,All Students,999,14,985,736,10.5,32.7,24.4,29.4,3
2019,10241,ALG01,21,Mercer,2280,Hopewell Valley Regional,,District Total,,Total,All Students,277,18,259,759,3.5,12,19.3,57.5,7.7
2019,10290,ALG01,21,Mercer,2580,Lawrence Twp,,District Total,,Total,All Students,331,11,320,750,5.6,22.2,24.1,41.9,6.3
2019,10344,ALG01,21,Mercer,3105,Mercer County Vocational,,District Total,,Total,All Students,*,*,49,736,12.2,26.5,28.6,30.6,2
2019,10393,ALG01,21,Mercer,4255,Princeton Public Schools,,District Total,,Total,All Students,317,16,301,760,5.6,15.3,16.6,51.2,11.3
2019,10479,ALG01,21,Mercer,5210,Trenton Public School District,,District Total,,Total,All Students,745,101,644,707,31.7,50.3,12.7,5.3,0
2019,10527,ALG01,21,Mercer,5510,Robbinsville,,District Total,,Total,All Students,*,*,296,772,.7,5.1,13.9,65.9,14.5
2019,10615,ALG01,21,Mercer,5715,W Windsor-Plainsboro Reg,,District Total,,Total,All Students,*,*,853,779,2.3,10.1,10.7,49.4,27.5
2019,10667,ALG01,23,Middlesex,0750,Carteret Boro,,District Total,,Total,All Students,*,*,288,724,15.3,43.1,22.6,18.8,.3
2019,10697,ALG01,23,Middlesex,0970,Cranbury Twp,,District Total,,Total,All Students,*,*,47,791,0,0,8.5,61.7,29.8
2019,10733,ALG01,23,Middlesex,1140,Dunellen Boro,,District Total,,Total,All Students,*,*,88,732,11.4,36.4,29.5,20.5,2.3
2019,10798,ALG01,23,Middlesex,1170,East Brunswick Twp,,District Total,,Total,All Students,638,15,623,758,3.5,16.2,22.6,46.1,11.6
2019,10921,ALG01,23,Middlesex,1290,Edison Twp,,District Total,,Total,All Students,*,*,1377,773,3.6,9.9,14.9,48.9,22.7
2019,10976,ALG01,23,Middlesex,2150,Highland Park Boro,,District Total,,Total,All Students,125,14,111,740,9.9,36,20.7,25.2,8.1
2019,11004,ALG01,23,Middlesex,2370,Jamesburg Boro,,District Total,,Total,All Students,*,*,10,782,0,0,0,80,20
2019,11046,ALG01,23,Middlesex,3120,Metuchen Boro,,District Total,,Total,All Students,*,*,213,760,5.2,15,17.4,51.6,10.8
2019,11094,ALG01,23,Middlesex,3140,Middlesex Boro,,District Total,,Total,All Students,*,*,169,750,7.7,22.5,17.8,46.2,5.9
2019,11166,ALG01,23,Middlesex,3150,Middlesex Co Vocational,,District Total,,Total,All Students,*,*,366,723,13.7,42.6,30.3,13.4,0
2019,11200,ALG01,23,Middlesex,3220,Milltown Boro,,District Total,,Total,All Students,*,*,75,757,0,21.3,26.7,38.7,13.3
2019,11248,ALG01,23,Middlesex,3290,Monroe Twp,,District Total,,Total,All Students,*,*,582,761,3.8,14.9,20.3,50,11
2019,11323,ALG01,23,Middlesex,3530,New Brunswick City,,District Total,,Total,All Students,732,16,716,717,21.2,46.2,20.3,12.3,0
2019,11378,ALG01,23,Middlesex,3620,North Brunswick Twp,,District Total,,Total,All Students,*,*,614,738,9,30.3,28,29.5,3.3
2019,11439,ALG01,23,Middlesex,3845,Old Bridge Twp,,District Total,,Total,All Students,738,29,709,735,12.3,33,20.9,30.9,3
2019,11487,ALG01,23,Middlesex,4090,Perth Amboy City,,District Total,,Total,All Students,631,20,611,726,17,36,23.7,22.9,.3
2019,11567,ALG01,23,Middlesex,4130,Piscataway Twp,,District Total,,Total,All Students,*,*,614,751,5.4,23.1,21.3,42,8.1
2019,11624,ALG01,23,Middlesex,4660,Sayreville Boro,,District Total,,Total,All Students,*,*,514,742,8.9,30.5,22,32.5,6
2019,11663,ALG01,23,Middlesex,4830,South Amboy City,,District Total,,Total,All Students,*,*,84,727,9.5,39.3,31,20.2,0
2019,11728,ALG01,23,Middlesex,4860,South Brunswick Twp,,District Total,,Total,All Students,*,*,865,761,5.1,11.1,15.4,61.2,7.3
2019,11776,ALG01,23,Middlesex,4910,South Plainfield Boro,,District Total,,Total,All Students,*,*,263,744,8.4,19.8,27.4,42.6,1.9
2019,11822,ALG01,23,Middlesex,4920,South River Boro,,District Total,,Total,All Students,*,*,195,730,12.8,39.5,23.1,23.6,1
2019,11871,ALG01,23,Middlesex,4970,Spotswood Boro,,District Total,,Total,All Students,*,*,172,751,4.1,20.3,27.3,44.2,4.1
2019,12013,ALG01,23,Middlesex,5850,Woodbridge Twp,,District Total,,Total,All Students,907,167,740,750,8.5,24.9,18.5,38.2,9.9
2019,12047,ALG01,25,Monmouth,0100,Asbury Park City,,District Total,,Total,All Students,*,*,110,721,16.4,44.5,23.6,14.5,.9
2019,12070,ALG01,25,Monmouth,0180,Avon Boro,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,12089,ALG01,25,Monmouth,0270,Belmar Boro,,District Total,,Total,All Students,*,*,18,755,0,0,50,50,0
2019,12113,ALG01,25,Monmouth,0500,Bradley Beach Boro,,District Total,,Total,All Students,*,*,13,759,0,7.7,7.7,84.6,0
2019,12139,ALG01,25,Monmouth,0560,Brielle Boro,,District Total,,Total,All Students,*,*,50,768,0,4,18,74,4
2019,12162,ALG01,25,Monmouth,0945,Colts Neck Twp,,District Total,,Total,All Students,*,*,80,782,0,1.3,2.5,83.8,12.5
2019,12183,ALG01,25,Monmouth,1000,Deal Boro,,District Total,,Total,All Students,*,*,11,737,0,18.2,54.5,27.3,0
2019,12203,ALG01,25,Monmouth,1260,Eatontown Boro,,District Total,,Total,All Students,*,*,12,773,0,8.3,0,91.7,0
2019,12225,ALG01,25,Monmouth,1440,Fair Haven Boro,,District Total,,Total,All Students,*,*,75,791,0,0,0,78.7,21.3
2019,12248,ALG01,25,Monmouth,1490,Farmingdale Boro,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,12267,ALG01,25,Monmouth,1640,Freehold Boro,,District Total,,Total,All Students,*,*,23,794,0,0,0,73.9,26.1
2019,12371,ALG01,25,Monmouth,1650,Freehold Regional,,District Total,,Total,All Students,*,*,1642,737,7.1,28.1,32.5,31.7,.5
2019,12414,ALG01,25,Monmouth,1660,Freehold Twp,,District Total,,Total,All Students,*,*,217,787,0,0,3.2,71.4,25.3
2019,12460,ALG01,25,Monmouth,2105,Hazlet Twp,,District Total,,Total,All Students,*,*,272,745,6.6,23.5,21.3,47.4,1.1
2019,12498,ALG01,25,Monmouth,2120,Henry Hudson Regional,,District Total,,Total,All Students,*,*,68,743,10.3,29.4,25,30.9,4.4
2019,12550,ALG01,25,Monmouth,2230,Holmdel Twp,,District Total,,Total,All Students,*,*,262,770,.8,6.9,15.3,65.3,11.8
2019,12603,ALG01,25,Monmouth,2290,Howell Twp,,District Total,,Total,All Students,*,*,278,775,0,1.4,11.5,78.1,9
2019,12648,ALG01,25,Monmouth,2400,Keansburg Boro,,District Total,,Total,All Students,*,*,93,726,11.8,46.2,18.3,23.7,0
2019,12693,ALG01,25,Monmouth,2430,Keyport Boro,,District Total,,Total,All Students,*,*,85,748,5.9,22.4,29.4,35.3,7.1
2019,12722,ALG01,25,Monmouth,2720,Little Silver Boro,,District Total,,Total,All Students,*,*,43,823,0,0,0,20.9,79.1
2019,12768,ALG01,25,Monmouth,2770,Long Branch City,,District Total,,Total,All Students,*,*,442,730,11.8,41,21,25.3,.9
2019,12802,ALG01,25,Monmouth,2920,Manalapan-Englishtown Reg,,District Total,,Total,All Students,*,*,263,788,0,.4,3,75.3,21.3
2019,12842,ALG01,25,Monmouth,2930,Manasquan Boro,,District Total,,Total,All Students,*,*,174,746,6.3,19,31,43.1,.6
2019,12884,ALG01,25,Monmouth,3030,Marlboro Twp,,District Total,,Total,All Students,*,*,183,809,0,0,.5,41,58.5
2019,12931,ALG01,25,Monmouth,3040,Matawan-Aberdeen Regional,,District Total,,Total,All Students,*,*,272,758,4.4,14.3,21,50.4,9.9
2019,13020,ALG01,25,Monmouth,3160,Middletown Twp,,District Total,,Total,All Students,833,13,820,749,7.4,22.8,21.8,41.1,6.8
2019,13050,ALG01,25,Monmouth,3200,Millstone Twp,,District Total,,Total,All Students,*,*,69,780,0,0,4.3,84.1,11.6
2019,13070,ALG01,25,Monmouth,3250,Monmouth Beach Boro,,District Total,,Total,All Students,*,*,12,804,0,0,0,66.7,33.3
2019,13106,ALG01,25,Monmouth,3260,Monmouth Co Vocational,,District Total,,Total,All Students,*,*,49,785,2,0,0,83.7,14.3
2019,13137,ALG01,25,Monmouth,3270,Monmouth Regional,,District Total,,Total,All Students,*,*,199,726,12.6,39.7,31.2,16.1,.5
2019,13166,ALG01,25,Monmouth,3500,Neptune City,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,13209,ALG01,25,Monmouth,3510,Neptune Twp,,District Total,,Total,All Students,*,*,207,725,16.9,44,16.9,21.7,.5
2019,13258,ALG01,25,Monmouth,3810,Ocean Twp,,District Total,,Total,All Students,*,*,168,751,7.7,19.6,18.5,47.6,6.5
2019,13285,ALG01,25,Monmouth,3830,Oceanport Boro,,District Total,,Total,All Students,*,*,23,785,0,0,4.3,78.3,17.4
2019,13305,ALG01,25,Monmouth,4360,Red Bank Boro,,District Total,,Total,All Students,*,*,23,767,0,0,21.7,78.3,0
2019,13331,ALG01,25,Monmouth,4365,Red Bank Regional,,District Total,,Total,All Students,*,*,249,741,8.4,27.7,20.9,42.6,.4
2019,13361,ALG01,25,Monmouth,4570,Rumson Boro,,District Total,,Total,All Students,*,*,52,798,0,0,0,63.5,36.5
2019,13387,ALG01,25,Monmouth,4580,Rumson-Fair Haven Reg,,District Total,,Total,All Students,*,*,125,746,4,18.4,32,45.6,0
2019,13408,ALG01,25,Monmouth,4690,Sea Girt Boro,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,13432,ALG01,25,Monmouth,4760,Shore Regional,,District Total,,Total,All Students,*,*,111,735,5.4,29.7,36.9,27.9,0
2019,13456,ALG01,25,Monmouth,4770,Shrewsbury Boro,,District Total,,Total,All Students,*,*,17,810,0,0,0,47.1,52.9
2019,13473,ALG01,25,Monmouth,4980,Spring Lake Boro,,District Total,,Total,All Students,*,*,13,796,0,0,0,61.5,38.5
2019,13493,ALG01,25,Monmouth,4990,Spring Lake Heights Boro,,District Total,,Total,All Students,*,*,20,768,0,5,10,80,5
2019,13516,ALG01,25,Monmouth,5185,Tinton Falls,,District Total,,Total,All Students,*,*,46,781,0,0,2.2,82.6,15.2
2019,13538,ALG01,25,Monmouth,5230,Union Beach,,District Total,,Total,All Students,*,*,23,774,0,0,13,87,0
2019,13577,ALG01,25,Monmouth,5310,Upper Freehold Regional,,District Total,,Total,All Students,*,*,250,752,4.4,20,26.4,43.2,6
2019,13628,ALG01,25,Monmouth,5420,Wall Twp,,District Total,,Total,All Students,294,28,266,758,3.8,10.9,16.9,65.8,2.6
2019,13659,ALG01,25,Monmouth,5640,West Long Branch Boro,,District Total,,Total,All Students,*,*,15,778,0,0,0,100,0
2019,13697,ALG01,27,Morris,0450,Boonton Town,,District Total,,Total,All Students,*,*,146,745,7.5,19.9,24,47.9,.7
2019,13727,ALG01,27,Morris,0460,Boonton Twp,,District Total,,Total,All Students,*,*,52,764,5.8,9.6,9.6,67.3,7.7
2019,13768,ALG01,27,Morris,0630,Butler Boro,,District Total,,Total,All Students,*,*,138,743,9.4,24.6,23.2,39.1,3.6
2019,13815,ALG01,27,Morris,0785,Sch Dist Of The Chathams,,District Total,,Total,All Students,*,*,351,772,.9,4.8,15.4,66.7,12.3
2019,13849,ALG01,27,Morris,0820,Chester Twp,,District Total,,Total,All Students,*,*,73,782,0,0,8.2,78.1,13.7
2019,13879,ALG01,27,Morris,1090,Denville Twp,,District Total,,Total,All Students,*,*,84,777,0,1.2,8.3,85.7,4.8
2019,13925,ALG01,27,Morris,1110,Dover Town,,District Total,,Total,All Students,*,*,284,738,8.8,30.3,25,33.8,2.1
2019,13952,ALG01,27,Morris,1190,East Hanover Twp,,District Total,,Total,All Students,*,*,21,793,0,0,4.8,66.7,28.6
2019,13977,ALG01,27,Morris,1530,Florham Park Boro,,District Total,,Total,All Students,*,*,41,793,0,0,2.4,68.3,29.3
2019,14026,ALG01,27,Morris,1990,Hanover Park Regional,,District Total,,Total,All Students,*,*,264,747,4.5,18.9,26.1,49.2,1.1
2019,14055,ALG01,27,Morris,2000,Hanover Twp,,District Total,,Total,All Students,*,*,43,807,0,0,2.3,41.9,55.8
2019,14076,ALG01,27,Morris,2010,Harding Township,,District Total,,Total,All Students,*,*,12,797,0,0,0,66.7,33.3
2019,14111,ALG01,27,Morris,2380,Jefferson Twp,,District Total,,Total,All Students,*,*,183,748,3.8,22.4,25.7,47.5,.5
2019,14156,ALG01,27,Morris,2460,Kinnelon Boro,,District Total,,Total,All Students,*,*,173,763,2.3,15.6,21.4,46.2,14.5
2019,14183,ALG01,27,Morris,2650,Lincoln Park Boro,,District Total,,Total,All Students,*,*,31,783,0,0,0,93.5,6.5
2019,14226,ALG01,27,Morris,2870,Madison Boro,,District Total,,Total,All Students,*,*,213,776,1.9,9.4,12.7,52.6,23.5
2019,14259,ALG01,27,Morris,3090,Mendham Boro,,District Total,,Total,All Students,*,*,73,764,0,13.7,11,71.2,4.1
2019,14286,ALG01,27,Morris,3100,Mendham Twp,,District Total,,Total,All Students,*,*,39,819,0,0,0,28.2,71.8
2019,14331,ALG01,27,Morris,3340,Montville Twp,,District Total,,Total,All Students,*,*,280,776,2.5,8.9,11.1,51.8,25.7
2019,14385,ALG01,27,Morris,3365,Morris County Vocational,,District Total,,Total,All Students,*,*,89,760,0,6.7,20.2,71.9,1.1
2019,14435,ALG01,27,Morris,3370,Morris Hills Regional,,District Total,,Total,All Students,449,13,436,737,7.1,26.6,33.9,32.1,.2
2019,14464,ALG01,27,Morris,3380,Morris Plains Boro,,District Total,,Total,All Students,*,*,27,807,0,0,0,40.7,59.3
2019,14509,ALG01,27,Morris,3385,Morris School District,,District Total,,Total,All Students,454,14,440,747,10.2,25.9,18.6,39.5,5.7
2019,14537,ALG01,27,Morris,3410,Mount Arlington Boro,,District Total,,Total,All Students,*,*,16,768,0,0,25,75,0
2019,14581,ALG01,27,Morris,3450,Mount Olive Twp,,District Total,,Total,All Students,*,*,437,759,1.8,13,25.4,51.3,8.5
2019,14631,ALG01,27,Morris,3460,Mountain Lakes Boro,,District Total,,Total,All Students,*,*,111,766,.9,5.4,24.3,59.5,9.9
2019,14661,ALG01,27,Morris,3520,Netcong Boro,,District Total,,Total,All Students,*,*,15,775,0,6.7,26.7,46.7,20
2019,14736,ALG01,27,Morris,3950,Parsippany-Troy Hills Twp,,District Total,,Total,All Students,*,*,544,766,2,11.2,20,52.2,14.5
2019,14769,ALG01,27,Morris,4000,Long Hill Twp,,District Total,,Total,All Students,*,*,28,796,0,0,0,75,25
2019,14809,ALG01,27,Morris,4080,Pequannock Twp,,District Total,,Total,All Students,*,*,168,757,3,11.9,23.2,56.5,5.4
2019,14861,ALG01,27,Morris,4330,Randolph Twp,,District Total,,Total,All Students,*,*,470,754,3.6,16.8,25.3,47.4,6.8
2019,14892,ALG01,27,Morris,4440,Riverdale Boro,,District Total,,Total,All Students,*,*,16,765,0,6.3,6.3,87.5,0
2019,14914,ALG01,27,Morris,4480,Rockaway Boro,,District Total,,Total,All Students,*,*,21,791,0,0,0,76.2,23.8
2019,14939,ALG01,27,Morris,4490,Rockaway Twp,,District Total,,Total,All Students,*,*,67,776,0,0,7.5,83.6,9
2019,14982,ALG01,27,Morris,4560,Roxbury Twp,,District Total,,Total,All Students,*,*,300,746,6.7,21,25,44.7,2.7
2019,15014,ALG01,27,Morris,5520,Washington Twp,,District Total,,Total,All Students,*,*,126,792,0,0,.8,73.8,25.4
2019,15061,ALG01,27,Morris,5660,West Morris Regional,,District Total,,Total,All Students,*,*,305,750,3,18,22.3,54.4,2.3
2019,15089,ALG01,27,Morris,5770,Wharton Boro,,District Total,,Total,All Students,*,*,27,790,0,0,0,85.2,14.8
2019,15130,ALG01,29,Ocean,0185,Barnegat Twp,,District Total,,Total,All Students,*,*,260,736,11.5,27.7,23.1,37.3,.4
2019,15157,ALG01,29,Ocean,0210,Bay Head Boro,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,15223,ALG01,29,Ocean,0530,Brick Twp,,District Total,,Total,All Students,666,13,653,743,7.7,23.6,25.4,42.1,1.2
2019,15272,ALG01,29,Ocean,0770,Central Regional,,District Total,,Total,All Students,*,*,371,737,12.1,31.8,23.2,26.7,6.2
2019,15352,ALG01,29,Ocean,2360,Jackson Twp,,District Total,,Total,All Students,*,*,523,744,8.2,22.4,24.5,43.2,1.7
2019,15401,ALG01,29,Ocean,2480,Lacey Twp,,District Total,,Total,All Students,340,12,328,742,7.6,25.3,25,41.2,.9
2019,15431,ALG01,29,Ocean,2500,Lakehurst Boro,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,15475,ALG01,29,Ocean,2520,Lakewood Twp,,District Total,,Total,All Students,*,*,390,718,17.4,46.4,24.1,12.1,0
2019,15503,ALG01,29,Ocean,2550,Lavallette Boro,,District Total,,Total,All Students,*,*,10,774,0,0,10,90,0
2019,15540,ALG01,29,Ocean,2940,Manchester Twp,,District Total,,Total,All Students,*,*,147,734,15.6,34,20.4,25.2,4.8
2019,15567,ALG01,29,Ocean,3790,Ocean County Vocational,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,15608,ALG01,29,Ocean,4105,Pinelands Regional,,District Total,,Total,All Students,*,*,235,738,6.4,31.5,26.4,34,1.7
2019,15651,ALG01,29,Ocean,4190,Plumsted Twp,,District Total,,Total,All Students,*,*,93,751,5.4,15.1,15.1,63.4,1.1
